protein_id	fasta_headers	gene_symbols_or_id	MS1-L	MS2-L	MW1-L	MW2-L
Q9DCD5	>sp|Q9DCD5|TJAP1_MOUSE Tight junction-associated protein 1 OS=Mus musculus OX=10090 GN=Tjap1 PE=1 SV=2	TJAP1	19.2382933889141	19.3564550482575	19.627672968502	19.7278416808004
P39447	>sp|P39447|ZO1_MOUSE Tight junction protein ZO-1 OS=Mus musculus OX=10090 GN=Tjp1 PE=1 SV=2	TJP1	18.6216131002262	18.5980054346694	18.7759230286365	18.9255297793811
Q9Z0U1	>sp|Q9Z0U1|ZO2_MOUSE Tight junction protein ZO-2 OS=Mus musculus OX=10090 GN=Tjp2 PE=1 SV=2	TJP2	17.133587746819	17.1233616500476	17.3774537213241	17.4663709509108
Q8VC30	>sp|Q8VC30|TKFC_MOUSE Triokinase/FMN cyclase OS=Mus musculus OX=10090 GN=Tkfc PE=1 SV=1	TKFC	19.3010580987403	19.1669267611851	19.3021869258211	19.350491010049
P40142	>sp|P40142|TKT_MOUSE Transketolase OS=Mus musculus OX=10090 GN=Tkt PE=1 SV=1	TKT	21.682696431146	21.8202595336473	21.6399131383594	21.5492247378194
Q08122	>sp|Q08122|TLE3_MOUSE Transducin-like enhancer protein 3 OS=Mus musculus OX=10090 GN=Tle3 PE=1 SV=3	TLE3	16.7674892898358	17.0058671185342	17.0063580417007	17.237772070882
O55047	>sp|O55047|TLK2_MOUSE Serine/threonine-protein kinase tousled-like 2 OS=Mus musculus OX=10090 GN=Tlk2 PE=1 SV=2	TLK2	18.1215675538608	17.7867100185581	18.4241717704608	18.3897644617166
P26039	>sp|P26039|TLN1_MOUSE Talin-1 OS=Mus musculus OX=10090 GN=Tln1 PE=1 SV=2	TLN1	20.5556101598899	20.5560725812312	20.6355272551496	20.4788378602416
A0A1L1SQ51;E9PUM4	>tr|A0A1L1SQ51|A0A1L1SQ51_MOUSE Isoform of Q71LX4, Talin 2 OS=Mus musculus OX=10090 GN=Tln2 PE=1 SV=1;>tr|E9PUM4|E9PUM4_MOUSE Isoform of Q71LX4, Talin 2 OS=Mus musculus OX=10090 GN=Tln2 PE=1 SV=1	TLN2	19.2233945847457	19.1916207300375	19.3479432086625	19.2192113309971
Q8R0I4	>sp|Q8R0I4|TM2D2_MOUSE TM2 domain-containing protein 2 OS=Mus musculus OX=10090 GN=Tm2d2 PE=2 SV=1	TM2D2	17.6124063880035	17.974266219828	17.7971111188716	18.0152607280744
Q9ET30	>sp|Q9ET30|TM9S3_MOUSE Transmembrane 9 superfamily member 3 OS=Mus musculus OX=10090 GN=Tm9sf3 PE=1 SV=1	TM9SF3	19.569968769532	19.3281864142895	18.9469942706069	19.1986381298517
Q8BH24	>sp|Q8BH24|TM9S4_MOUSE Transmembrane 9 superfamily member 4 OS=Mus musculus OX=10090 GN=Tm9sf4 PE=1 SV=1	TM9SF4	16.2905499246819	16.2494864494362	16.1608704006971	16.3027246922033
Q7TQ65	>sp|Q7TQ65|TMC4_MOUSE Voltage-gated chloride channel TMC4 OS=Mus musculus OX=10090 GN=Tmc4 PE=2 SV=2	TMC4	17.3762209095538	17.971753555547	17.9376261054993	17.5936116563319
Q8R310	>sp|Q8R310|TMCC3_MOUSE Transmembrane and coiled-coil domain protein 3 OS=Mus musculus OX=10090 GN=Tmcc3 PE=1 SV=2	TMCC3	17.5524975365214	17.8549922009051	17.6115548829788	17.9211535834575
Q921L3	>sp|Q921L3|TMCO1_MOUSE Calcium load-activated calcium channel OS=Mus musculus OX=10090 GN=Tmco1 PE=1 SV=1	TMCO1	19.8725785931961	19.9166363714116	19.5469982396516	19.4817759099095
Q9D1D4	>sp|Q9D1D4|TMEDA_MOUSE Transmembrane emp24 domain-containing protein 10 OS=Mus musculus OX=10090 GN=Tmed10 PE=1 SV=1	TMED10	19.7418643758855	19.5120504212902	19.4624422502047	19.4235825700342
Q8R1V4	>sp|Q8R1V4|TMED4_MOUSE Transmembrane emp24 domain-containing protein 4 OS=Mus musculus OX=10090 GN=Tmed4 PE=1 SV=1	TMED4	19.192468435542	18.675875196239	19.2781283456978	18.975625209795
Q9CXE7	>sp|Q9CXE7|TMED5_MOUSE Transmembrane emp24 domain-containing protein 5 OS=Mus musculus OX=10090 GN=Tmed5 PE=1 SV=1	TMED5	19.5227705343682	19.6260694619323	19.3362523095979	19.3539660211609
D3YZZ5	>tr|D3YZZ5|D3YZZ5_MOUSE Transmembrane p24 trafficking protein 7 OS=Mus musculus OX=10090 GN=Tmed7 PE=1 SV=1	TMED7	19.2225513415063	19.0702015044671	18.8482178429633	19.0416128690067
Q3UHI4	>sp|Q3UHI4|TMED8_MOUSE Protein TMED8 OS=Mus musculus OX=10090 GN=Tmed8 PE=2 SV=1	TMED8	18.2029096548927	18.3474915441282	18.2019628949996	18.062115135808
Q99KF1	>sp|Q99KF1|TMED9_MOUSE Transmembrane emp24 domain-containing protein 9 OS=Mus musculus OX=10090 GN=Tmed9 PE=1 SV=2	TMED9	20.0193321518166	19.6381233875797	19.3013535440665	19.5436315697889
Q8BK08	>sp|Q8BK08|TMM11_MOUSE Transmembrane protein 11, mitochondrial OS=Mus musculus OX=10090 GN=Tmem11 PE=1 SV=1	TMEM11	16.5473150626862	17.0067912136145	16.4261624332951	17.0074738634385
Q8C1E7	>sp|Q8C1E7|TACAN_MOUSE Ion channel TACAN OS=Mus musculus OX=10090 GN=Tmem120a PE=1 SV=1	TMEM120A	19.5936804182081	19.3787100649477	19.292135398937	19.207757512105
Q91Z22	>sp|Q91Z22|PORIM_MOUSE Porimin OS=Mus musculus OX=10090 GN=Tmem123 PE=1 SV=1	TMEM123	19.8958335150307	19.7424259685168	19.8694003391425	19.7854144451581
Q9D8Y1	>sp|Q9D8Y1|T126A_MOUSE Transmembrane protein 126A OS=Mus musculus OX=10090 GN=Tmem126a PE=1 SV=1	TMEM126A	19.770354196213	19.7551995555144	20.1217359708566	19.9711956000349
Q8BPE4	>sp|Q8BPE4|TM177_MOUSE Transmembrane protein 177 OS=Mus musculus OX=10090 GN=Tmem177 PE=1 SV=1	TMEM177	17.8069967892606	18.2279001803074	18.1582850411348	18.4796807796678
Q9CXT7	>sp|Q9CXT7|TM192_MOUSE Transmembrane protein 192 OS=Mus musculus OX=10090 GN=Tmem192 PE=1 SV=1	TMEM192	18.042524196747	17.9456101596449	18.1529629083647	18.0783260234726
Q5SYH2	>sp|Q5SYH2|TM199_MOUSE Transmembrane protein 199 OS=Mus musculus OX=10090 GN=Tmem199 PE=1 SV=1	TMEM199	18.7572466641589	18.6312954331972	18.3889500798903	19.0383810568126
Q8BRG8	>sp|Q8BRG8|TM209_MOUSE Transmembrane protein 209 OS=Mus musculus OX=10090 GN=Tmem209 PE=2 SV=1	TMEM209	15.9492054436322	15.1918541391396	15.4316570940444	15.0426938040823
Q8BM55	>sp|Q8BM55|TM214_MOUSE Transmembrane protein 214 OS=Mus musculus OX=10090 GN=Tmem214 PE=1 SV=1	TMEM214	18.4259733002997	18.5580220326841	18.6054237304483	18.7156146240647
P61166	>sp|P61166|TM258_MOUSE Transmembrane protein 258 OS=Mus musculus OX=10090 GN=Tmem258 PE=1 SV=1	TMEM258	20.1582815326431	20.0548725587121	19.4604749395202	
Q9DAM7	>sp|Q9DAM7|TM263_MOUSE Transmembrane protein 263 OS=Mus musculus OX=10090 GN=Tmem263 PE=1 SV=1	TMEM263	21.295038160128	21.1288825767215	21.4150671743657	21.444817170361
Q8BHG3;Q8VEK0	>sp|Q8BHG3|CC50B_MOUSE Cell cycle control protein 50B OS=Mus musculus OX=10090 GN=Tmem30b PE=2 SV=1;>sp|Q8VEK0|CC50A_MOUSE Cell cycle control protein 50A OS=Mus musculus OX=10090 GN=Tmem30a PE=1 SV=1	TMEM30B;TMEM30A	19.9745704881205	19.5014444976765	19.7558790450717	19.9106634102119
Q9DBS1	>sp|Q9DBS1|TMM43_MOUSE Transmembrane protein 43 OS=Mus musculus OX=10090 GN=Tmem43 PE=1 SV=1	TMEM43	19.8888580544368	19.6356830222302	19.1267283526989	18.8938019353752
Q9QY73	>sp|Q9QY73|TMM59_MOUSE Transmembrane protein 59 OS=Mus musculus OX=10090 GN=Tmem59 PE=1 SV=2	TMEM59	17.470746673933	18.1140164734412	17.5606848418925	18.0194766760686
Q91YT8	>sp|Q91YT8|CSCL1_MOUSE CSC1-like protein 1 OS=Mus musculus OX=10090 GN=Tmem63a PE=1 SV=1	TMEM63A	19.3855866549049	19.4469213954466	19.284511267905	19.2033814337496
Q3TWI9	>sp|Q3TWI9|CSCL2_MOUSE CSC1-like protein 2 OS=Mus musculus OX=10090 GN=Tmem63b PE=1 SV=1	TMEM63B		23.1012307353745	23.2270614578329	
Q9D8N3	>sp|Q9D8N3|TM86A_MOUSE Lysoplasmalogenase TMEM86A OS=Mus musculus OX=10090 GN=Tmem86a PE=1 SV=1	TMEM86A	18.0806674161398	18.0925887390603	18.3886937154122	
Q8BXN9	>sp|Q8BXN9|TM87A_MOUSE Transmembrane protein 87A OS=Mus musculus OX=10090 GN=Tmem87a PE=1 SV=1	TMEM87A	19.0156361942795	18.6759156658612	18.5389045352191	18.8564794546095
Q9CR23	>sp|Q9CR23|TMEM9_MOUSE Proton-transporting V-type ATPase complex assembly regulator TMEM9 OS=Mus musculus OX=10090 GN=Tmem9 PE=1 SV=1	TMEM9	17.6992576517716	17.2718533573978	17.7376487310918	17.8790600680353
Q9JJR8	>sp|Q9JJR8|TMM9B_MOUSE Transmembrane protein 9B OS=Mus musculus OX=10090 GN=Tmem9b PE=1 SV=1	TMEM9B	19.0018804990482	18.6002037642062	19.5273278266641	19.2518964735416
B9EKI3	>sp|B9EKI3|TMF1_MOUSE TATA element modulatory factor OS=Mus musculus OX=10090 GN=Tmf1 PE=1 SV=2	TMF1	18.2267810257573	18.1005583591601	18.4677142584208	18.2334791807694
Q91ZE0	>sp|Q91ZE0|TMLH_MOUSE Trimethyllysine dioxygenase, mitochondrial OS=Mus musculus OX=10090 GN=Tmlhe PE=1 SV=2	TMLHE	18.6630037178004	18.7484440558691	18.8643308799431	18.829256483089
Q9JKK7	>sp|Q9JKK7|TMOD2_MOUSE Tropomodulin-2 OS=Mus musculus OX=10090 GN=Tmod2 PE=1 SV=2	TMOD2	18.2968772193801	18.5512916721992	18.2559067891622	17.7551926592718
Q9JHJ0	>sp|Q9JHJ0|TMOD3_MOUSE Tropomodulin-3 OS=Mus musculus OX=10090 GN=Tmod3 PE=1 SV=1	TMOD3	21.2305580303091	21.138493185188	21.2541167614942	21.2253501997619
Q61029	>sp|Q61029|LAP2B_MOUSE Isoform of Q61033, Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma OS=Mus musculus OX=10090 GN=Tmpo PE=1 SV=4	TMPO	19.6078336645051	19.8877520047614	19.6588419365016	19.9115914164566
Q61033	>sp|Q61033|LAP2A_MOUSE Lamina-associated polypeptide 2, isoforms alpha/zeta OS=Mus musculus OX=10090 GN=Tmpo PE=1 SV=4	TMPO	19.4676203937801	19.4226881478356	19.6959880346464	19.6984725607025
Q6ZWY8	>sp|Q6ZWY8|TYB10_MOUSE Thymosin beta-10 OS=Mus musculus OX=10090 GN=Tmsb10 PE=1 SV=3	TMSB10	18.3760137103676	18.4072795667794	18.4511955560566	18.876047966796
P20065	>sp|P20065|TYB4_MOUSE Thymosin beta-4 OS=Mus musculus OX=10090 GN=Tmsb4x PE=1 SV=1	TMSB4X	18.6819299725464	18.5374980264345	18.6381076746704	18.8484732471455
Q8BRH0	>sp|Q8BRH0|TMTC3_MOUSE Protein O-mannosyl-transferase TMTC3 OS=Mus musculus OX=10090 GN=Tmtc3 PE=1 SV=2	TMTC3	20.2655444843735	20.2494972809962	19.8440867328803	19.7947314701869
Q9JMG3	>sp|Q9JMG3|TMUB1_MOUSE Transmembrane and ubiquitin-like domain-containing protein 1 OS=Mus musculus OX=10090 GN=Tmub1 PE=1 SV=1	TMUB1	17.1652664696293		17.5991381756417	17.0940917308118
Q8VBT0	>sp|Q8VBT0|TMX1_MOUSE Thioredoxin-related transmembrane protein 1 OS=Mus musculus OX=10090 GN=Tmx1 PE=1 SV=1	TMX1	17.4403271160827	17.8443827544312	18.0394760498371	17.8154444929758
Q9D710	>sp|Q9D710|TMX2_MOUSE Thioredoxin-related transmembrane protein 2 OS=Mus musculus OX=10090 GN=Tmx2 PE=1 SV=1	TMX2	19.4622690400569	19.2439012339263	19.3671474830287	19.2857431315588
Q8BXZ1	>sp|Q8BXZ1|TMX3_MOUSE Protein disulfide-isomerase TMX3 OS=Mus musculus OX=10090 GN=Tmx3 PE=1 SV=2	TMX3	19.8684184752013	19.9826828461105	19.5800504328877	19.7271705382091
Q80YX1	>sp|Q80YX1|TENA_MOUSE Tenascin OS=Mus musculus OX=10090 GN=Tnc PE=1 SV=1	TNC	18.3995528799644	16.995894964309	18.2323088384575	17.2924200046279
Q921Z5	>sp|Q921Z5|TFIP8_MOUSE Tumor necrosis factor alpha-induced protein 8 OS=Mus musculus OX=10090 GN=Tnfaip8 PE=1 SV=1	TNFAIP8		15.1993256462608	15.8644843347384	14.8746427335374
Q9WUU8	>sp|Q9WUU8|TNIP1_MOUSE TNFAIP3-interacting protein 1 OS=Mus musculus OX=10090 GN=Tnip1 PE=1 SV=1	TNIP1	18.8782520265733	18.5484832591989	18.9011472080407	19.0188081261116
P58871	>sp|P58871|TB182_MOUSE 182 kDa tankyrase-1-binding protein OS=Mus musculus OX=10090 GN=Tnks1bp1 PE=1 SV=2	TNKS1BP1	18.8372361676865	19.0660099451708	19.0997438012677	18.9922418066947
Q9EP64	>sp|Q9EP64|TNMD_MOUSE Tenomodulin OS=Mus musculus OX=10090 GN=Tnmd PE=2 SV=1	TNMD	20.4495772916455	20.5327351772548	20.3833257510578	20.1139903394998
P20801	>sp|P20801|TNNC2_MOUSE Troponin C, skeletal muscle OS=Mus musculus OX=10090 GN=Tnnc2 PE=1 SV=2	TNNC2	23.4906913203414	23.830359440696	23.6136752352004	23.9126787878982
Q9WUZ5	>sp|Q9WUZ5|TNNI1_MOUSE Troponin I, slow skeletal muscle OS=Mus musculus OX=10090 GN=Tnni1 PE=1 SV=3	TNNI1	20.0947542205671	18.7048905629444	21.0318068172294	22.1627019848068
P13412	>sp|P13412|TNNI2_MOUSE Troponin I, fast skeletal muscle OS=Mus musculus OX=10090 GN=Tnni2 PE=2 SV=2	TNNI2	19.5884369230948	20.1398128080361	20.4734685160713	21.02906903917
O88346	>sp|O88346|TNNT1_MOUSE Troponin T, slow skeletal muscle OS=Mus musculus OX=10090 GN=Tnnt1 PE=2 SV=3	TNNT1	18.5727060495238		19.3754101634444	20.2101452335409
Q6P3Z7	>tr|Q6P3Z7|Q6P3Z7_MOUSE Isoform of P50752, Troponin T, cardiac muscle OS=Mus musculus OX=10090 GN=Tnnt2 PE=1 SV=1	TNNT2	19.3475778851067	17.4144814077217	19.9047472579537	21.5758769097794
Q9QZ47	>sp|Q9QZ47|TNNT3_MOUSE Troponin T, fast skeletal muscle OS=Mus musculus OX=10090 GN=Tnnt3 PE=1 SV=3	TNNT3	18.7395755541223	16.9421806640543	19.9218376234973	21.0892968176201
Q8BFY9	>sp|Q8BFY9|TNPO1_MOUSE Transportin-1 OS=Mus musculus OX=10090 GN=Tnpo1 PE=1 SV=2	TNPO1	19.570189168908	19.350545474952	19.4187692712367	19.1316046948008
Q80WC3	>sp|Q80WC3|TNC18_MOUSE Trinucleotide repeat-containing gene 18 protein OS=Mus musculus OX=10090 GN=Tnrc18 PE=1 SV=2	TNRC18	18.6131301676564	18.638805085791	18.9442374537574	18.7685380948829
Q3UHK8	>sp|Q3UHK8|TNR6A_MOUSE Trinucleotide repeat-containing gene 6A protein OS=Mus musculus OX=10090 GN=Tnrc6a PE=1 SV=2	TNRC6A	19.7574714742624	19.5247140688376	19.8049888733242	20.0229572916103
Q8BKI2	>sp|Q8BKI2|TNR6B_MOUSE Trinucleotide repeat-containing gene 6B protein OS=Mus musculus OX=10090 GN=Tnrc6b PE=1 SV=2	TNRC6B	15.9286928324005	16.7391700924757	16.2993095531786	16.2797453581587
Q3UHC0	>sp|Q3UHC0|TNR6C_MOUSE Trinucleotide repeat-containing gene 6C protein OS=Mus musculus OX=10090 GN=Tnrc6c PE=1 SV=2	TNRC6C	18.568547964009	19.1544286652972	18.661803064623	18.7222739650226
E9Q0S6	>sp|E9Q0S6|TENS1_MOUSE Tensin-1 OS=Mus musculus OX=10090 GN=Tns1 PE=1 SV=1	TNS1	19.0311810092069	19.3544559470341	19.3846282502259	19.3500884136852
Q8CGB6	>sp|Q8CGB6|TENS2_MOUSE Tensin-2 OS=Mus musculus OX=10090 GN=Tns2 PE=1 SV=1	TNS2	18.8184236897934	18.8772150098844	19.0141364056481	18.8944524797791
A0A5F8MP98	>tr|A0A5F8MP98|A0A5F8MP98_MOUSE Isoform of Q5SSZ5, Tensin 3 OS=Mus musculus OX=10090 GN=Tns3 PE=1 SV=1	TNS3	19.5366519253798	19.5851550325416	19.4392493338964	19.4259267575407
Q9QZ06	>sp|Q9QZ06|TOLIP_MOUSE Toll-interacting protein OS=Mus musculus OX=10090 GN=Tollip PE=1 SV=1	TOLLIP	19.7293753750251	20.1523712559744	19.7385965362348	20.1894692633285
O88746	>sp|O88746|TOM1_MOUSE Target of Myb1 membrane trafficking protein OS=Mus musculus OX=10090 GN=Tom1 PE=1 SV=1	TOM1	18.441664733264	18.3337133411664	18.4790674080975	18.6780465682189
Q5SRX1	>sp|Q5SRX1|TM1L2_MOUSE TOM1-like protein 2 OS=Mus musculus OX=10090 GN=Tom1l2 PE=1 SV=1	TOM1L2	18.7678173482927	19.0852953959001	19.1703743972623	19.0809504838032
Q9DCC8	>sp|Q9DCC8|TOM20_MOUSE Mitochondrial import receptor subunit TOM20 homolog OS=Mus musculus OX=10090 GN=Tomm20 PE=1 SV=1	TOMM20	21.4984304503319	21.2650986307099	21.7020329604394	21.3933388912266
Q9CPQ3	>sp|Q9CPQ3|TOM22_MOUSE Mitochondrial import receptor subunit TOM22 homolog OS=Mus musculus OX=10090 GN=Tomm22 PE=1 SV=3	TOMM22	19.9888639796331	19.1207315280039	20.1014756749047	20.5808374130274
Q9CYG7	>sp|Q9CYG7|TOM34_MOUSE Mitochondrial import receptor subunit TOM34 OS=Mus musculus OX=10090 GN=Tomm34 PE=1 SV=1	TOMM34	19.1137658410452	19.267206225333	19.3755627351932	19.4097997357532
Q9QYA2	>sp|Q9QYA2|TOM40_MOUSE Mitochondrial import receptor subunit TOM40 homolog OS=Mus musculus OX=10090 GN=Tomm40 PE=1 SV=3	TOMM40	18.6051604200364	18.3811753726829	18.8174524884773	18.1217281899113
Q9CQN3	>sp|Q9CQN3|TOM6_MOUSE Mitochondrial import receptor subunit TOM6 homolog OS=Mus musculus OX=10090 GN=Tomm6 PE=3 SV=1	TOMM6	22.3122244480384	22.5084072342666	22.2656024165828	22.629196483845
Q9D173	>sp|Q9D173|TOM7_MOUSE Mitochondrial import receptor subunit TOM7 homolog OS=Mus musculus OX=10090 GN=Tomm7 PE=1 SV=1	TOMM7	19.3647468030527	19.3297158080482	18.9035413937215	19.3919713236309
Q9CZW5	>sp|Q9CZW5|TOM70_MOUSE Mitochondrial import receptor subunit TOM70 OS=Mus musculus OX=10090 GN=Tomm70 PE=1 SV=2	TOMM70	20.4766453651991	20.2554086684031	20.4884169089246	20.5319354228525
Q04750	>sp|Q04750|TOP1_MOUSE DNA topoisomerase 1 OS=Mus musculus OX=10090 GN=Top1 PE=1 SV=2	TOP1	19.3823471512807	19.2972319562179	19.5884218716049	19.5755755755697
Q64511	>sp|Q64511|TOP2B_MOUSE DNA topoisomerase 2-beta OS=Mus musculus OX=10090 GN=Top2b PE=1 SV=2	TOP2B	18.8012271058368	18.4263916418986	18.1800234044346	18.0555662552226
Q9Z321	>sp|Q9Z321|TOP3B_MOUSE DNA topoisomerase 3-beta-1 OS=Mus musculus OX=10090 GN=Top3b PE=1 SV=1	TOP3B	17.8406159712115	17.8368769539849	17.9439158850108	17.8355476673386
Q921T2	>sp|Q921T2|TOIP1_MOUSE Torsin-1A-interacting protein 1 OS=Mus musculus OX=10090 GN=Tor1aip1 PE=1 SV=3	TOR1AIP1	19.7438141271427	19.7152519652939	19.7325804934058	19.7559014118227
Q8BYU6	>sp|Q8BYU6|TOIP2_MOUSE Torsin-1A-interacting protein 2 OS=Mus musculus OX=10090 GN=Tor1aip2 PE=1 SV=1	TOR1AIP2	19.7584221394231	19.9234381525837	19.6611566198175	19.8480293070446
Q9ER81	>sp|Q9ER81|IFG15_MOUSE Isoform of Q8BYU6, Torsin-1A-interacting protein 2, isoform IFRG15 OS=Mus musculus OX=10090 GN=Tor1aip2 PE=1 SV=1	TOR1AIP2	19.2750418498134	19.6897969311469	19.6998401807997	19.6381262085805
Q9ER41	>sp|Q9ER41|TOR1B_MOUSE Torsin-1B OS=Mus musculus OX=10090 GN=Tor1b PE=1 SV=2	TOR1B	18.550412722127	18.5043976162836	18.4390352181691	18.8016898939807
Q8R1J9	>sp|Q8R1J9|TOR2A_MOUSE Torsin-2A OS=Mus musculus OX=10090 GN=Tor2a PE=1 SV=1	TOR2A	17.7169362782479	17.2190724288751	17.783381101329	17.3472245164806
Q9ER38	>sp|Q9ER38|TOR3A_MOUSE Torsin-3A OS=Mus musculus OX=10090 GN=Tor3a PE=1 SV=2	TOR3A	21.5218258099099	20.7150857655342		21.8179146575237
Q8BU11	>sp|Q8BU11|TOX4_MOUSE TOX high mobility group box family member 4 OS=Mus musculus OX=10090 GN=Tox4 PE=1 SV=3	TOX4	17.7345275817848	17.939394241692	18.0869824626707	17.7152124813457
P70399	>sp|P70399|TP53B_MOUSE TP53-binding protein 1 OS=Mus musculus OX=10090 GN=Tp53bp1 PE=1 SV=3	TP53BP1	18.6102056930814	18.4155002290617	18.7683161577564	18.2337246339639
Q8CG79	>sp|Q8CG79|ASPP2_MOUSE Apoptosis-stimulating of p53 protein 2 OS=Mus musculus OX=10090 GN=Tp53bp2 PE=1 SV=3	TP53BP2	18.6624731187401	18.8009533177116	18.9375209533146	18.6944991258378
Q99PW4	>sp|Q99PW4|PRPKB_MOUSE EKC/KEOPS complex subunit Tp53rkb OS=Mus musculus OX=10090 GN=Tp53rkb PE=2 SV=1	TP53RKB	19.7528631135969	19.0771116930797	19.5864200856108	19.661325346634
Q9Z0L0	>sp|Q9Z0L0|TPBG_MOUSE Trophoblast glycoprotein OS=Mus musculus OX=10090 GN=Tpbg PE=1 SV=3	TPBG	19.54335624309	19.4337516508963	19.7314970092388	19.3043525203409
Q8BWC0	>sp|Q8BWC0|TPC2_MOUSE Two pore channel protein 2 OS=Mus musculus OX=10090 GN=Tpcn2 PE=1 SV=1	TPCN2	18.4685029376804	18.3586513999061	18.1399460226975	18.2283640459878
A2AUD5	>tr|A2AUD5|A2AUD5_MOUSE Isoform of Q9CYZ2, Tumor protein D52-like 2 OS=Mus musculus OX=10090 GN=Tpd52l2 PE=1 SV=1	TPD52L2	19.3045175549912	19.2363717866688	19.6058957632952	19.5199332382772
Q8BKP1	>tr|Q8BKP1|Q8BKP1_MOUSE Isoform of Q9CYZ2, Tumor protein D52-like 2 OS=Mus musculus OX=10090 GN=Tpd52l2 PE=1 SV=1	TPD52L2	18.5109903941786	17.6730485190779	18.7183479249503	18.6464313350169
P17751	>sp|P17751|TPIS_MOUSE Triosephosphate isomerase OS=Mus musculus OX=10090 GN=Tpi1 PE=1 SV=5	TPI1	21.6865893902099	21.7813851264117	21.9294191692716	22.0077985261626
B7ZNL3	>tr|B7ZNL3|B7ZNL3_MOUSE Isoform of P58771, Tpm1 protein OS=Mus musculus OX=10090 GN=Tpm1 PE=1 SV=1	TPM1	19.9541415034743	20.1367420095526	19.9515843746195	19.6739146307112
E9Q456	>tr|E9Q456|E9Q456_MOUSE Isoform of P58771, Tropomyosin alpha-1 chain OS=Mus musculus OX=10090 GN=Tpm1 PE=1 SV=1	TPM1	21.2430431917065	21.4241447099307	21.3805742955048	21.3802403213591
Q8BSH3	>tr|Q8BSH3|Q8BSH3_MOUSE Isoform of P58771, Tropomyosin alpha-1 chain OS=Mus musculus OX=10090 GN=Tpm1 PE=1 SV=1	TPM1	20.2017784966894	20.4256757808422	20.1433918284714	20.2260335327303
A2AIM4	>tr|A2AIM4|A2AIM4_MOUSE Isoform of P58774, Tropomyosin beta chain OS=Mus musculus OX=10090 GN=Tpm2 PE=1 SV=1	TPM2	21.2952276107091	21.7191178464351	21.3430385653682	21.2259211813232
P58774	>sp|P58774|TPM2_MOUSE Tropomyosin beta chain OS=Mus musculus OX=10090 GN=Tpm2 PE=1 SV=1	TPM2	20.174939365446	20.4043387831663	20.4346424040667	20.5007899152559
D3YVR0	>tr|D3YVR0|D3YVR0_MOUSE Isoform of P21107, Tropomyosin 3, gamma (Fragment) OS=Mus musculus OX=10090 GN=Tpm3 PE=1 SV=1	TPM3	17.4393574804134	17.7675714999235	17.8358339480759	17.9918031199794
E9Q5J9	>tr|E9Q5J9|E9Q5J9_MOUSE Isoform of P21107, Tropomyosin 3, gamma OS=Mus musculus OX=10090 GN=Tpm3 PE=1 SV=1	TPM3	21.4693277777745	21.517222184538	21.6986444123865	21.6060658777675
E9Q7Q3	>tr|E9Q7Q3|E9Q7Q3_MOUSE Isoform of P21107, Tropomyosin 3, gamma OS=Mus musculus OX=10090 GN=Tpm3 PE=1 SV=1	TPM3	22.0285286469578	22.0394887234272	22.0230096094006	22.0795040404043
Q6IRU2	>sp|Q6IRU2|TPM4_MOUSE Tropomyosin alpha-4 chain OS=Mus musculus OX=10090 GN=Tpm4 PE=1 SV=3	TPM4	20.8618353267574	21.0497164285941	20.7958899925443	20.8924951761928
O89023	>sp|O89023|TPP1_MOUSE Tripeptidyl-peptidase 1 OS=Mus musculus OX=10090 GN=Tpp1 PE=1 SV=2	TPP1	19.8727707807661	19.4998744107903	19.5596135969916	19.7016140204809
Q64514	>sp|Q64514|TPP2_MOUSE Tripeptidyl-peptidase 2 OS=Mus musculus OX=10090 GN=Tpp2 PE=1 SV=3	TPP2	19.6042749609286	19.3476233656425	19.3471232089098	19.3591092872818
F6ZDS4	>sp|F6ZDS4|TPR_MOUSE Nucleoprotein TPR OS=Mus musculus OX=10090 GN=Tpr PE=1 SV=1	TPR	18.7603964346079	18.8295039551369	18.8428604143072	18.9071516908886
Q8QZZ7	>sp|Q8QZZ7|TPRKB_MOUSE EKC/KEOPS complex subunit Tprkb OS=Mus musculus OX=10090 GN=Tprkb PE=1 SV=1	TPRKB	18.8945590421825	18.985859995109	18.6600622273437	19.0861681417958
O88856	>sp|O88856|TPST2_MOUSE Protein-tyrosine sulfotransferase 2 OS=Mus musculus OX=10090 GN=Tpst2 PE=1 SV=1	TPST2	19.2310276594375	19.6265164470353	18.7763974383394	18.5869656439596
P63028	>sp|P63028|TCTP_MOUSE Translationally-controlled tumor protein OS=Mus musculus OX=10090 GN=Tpt1 PE=1 SV=1	TPT1	21.3843295982856	21.577477347063	21.5904448824816	21.6486973902283
A2APB8	>sp|A2APB8|TPX2_MOUSE Targeting protein for Xklp2 OS=Mus musculus OX=10090 GN=Tpx2 PE=1 SV=1	TPX2	22.0668247421995	21.5331722511401	21.3328752015617	22.0928046749079
Q6PFR5	>sp|Q6PFR5|TRA2A_MOUSE Transformer-2 protein homolog alpha OS=Mus musculus OX=10090 GN=Tra2a PE=1 SV=1	TRA2A	20.1248104163026	20.3230321755775	20.2807902671179	20.3421036278202
P62996	>sp|P62996|TRA2B_MOUSE Transformer-2 protein homolog beta OS=Mus musculus OX=10090 GN=Tra2b PE=1 SV=1	TRA2B	20.1053090174528	20.2583048352584	20.1546862587108	20.1111862395098
