protein_id	fasta_headers	gene_symbols_or_id	MS1-S	MS2-S	MW1-S	MW2-S
Q8C1B7	>sp|Q8C1B7|SEP11_MOUSE Septin-11 OS=Mus musculus OX=10090 GN=Septin11 PE=1 SV=4	SEPTIN11	18.4474626817578	19.4877418587768	17.6887193144894	
P42208	>sp|P42208|SEPT2_MOUSE Septin-2 OS=Mus musculus OX=10090 GN=Septin2 PE=1 SV=2	SEPTIN2	19.7562045213425	20.2936113640824	18.1518270544178	19.5026849133542
P28661	>sp|P28661|SEPT4_MOUSE Septin-4 OS=Mus musculus OX=10090 GN=Septin4 PE=1 SV=1	SEPTIN4	15.4862754199383	15.355837852362	14.7021033859844	
E9Q1G8	>tr|E9Q1G8|E9Q1G8_MOUSE Isoform of O55131, Septin OS=Mus musculus OX=10090 GN=Septin7 PE=1 SV=2	SEPTIN7	18.5093295830981	19.2789389330039	18.077672073769	19.8743008428609
Q80UG5	>sp|Q80UG5|SEPT9_MOUSE Septin-9 OS=Mus musculus OX=10090 GN=Septin9 PE=1 SV=1	SEPTIN9	19.0713471053608	19.6475520281022	17.737659577465	20.4228759992658
Q9CY58	>sp|Q9CY58|SERB1_MOUSE SERPINE1 mRNA-binding protein 1 OS=Mus musculus OX=10090 GN=Serbp1 PE=1 SV=2	SERBP1	17.5087022646103	18.8209029209725	14.7263517473683	
Q9DCQ7	>sp|Q9DCQ7|A1AT6_MOUSE Alpha-1-antitrypsin 1-6 OS=Mus musculus OX=10090 GN=Serpina1f PE=2 SV=1	SERPINA1F	26.8755608849689	27.1060896011871	27.0541533117473	
Q91WP6	>sp|Q91WP6|SPA3N_MOUSE Serine protease inhibitor A3N OS=Mus musculus OX=10090 GN=Serpina3n PE=1 SV=1	SERPINA3N	17.672102341887	17.6972348044264	17.2513737675122	19.880080271974
Q9D154	>sp|Q9D154|ILEUA_MOUSE Leukocyte elastase inhibitor A OS=Mus musculus OX=10090 GN=Serpinb1a PE=1 SV=1	SERPINB1A	21.2801519035262		20.9105812645662	
Q60854	>sp|Q60854|SPB6_MOUSE Serpin B6 OS=Mus musculus OX=10090 GN=Serpinb6 PE=1 SV=1	SERPINB6	18.8723955604488	17.8583303720259	19.2358240789713	19.4546876268164
P32261	>sp|P32261|ANT3_MOUSE Antithrombin-III OS=Mus musculus OX=10090 GN=Serpinc1 PE=1 SV=1	SERPINC1	20.9461401764064	20.9955669988088	21.7091776972372	17.5414065627672
P49182	>sp|P49182|HEP2_MOUSE Heparin cofactor 2 OS=Mus musculus OX=10090 GN=Serpind1 PE=1 SV=1	SERPIND1	19.8112294833934	19.2831569653189	22.124976232864	
P22777	>sp|P22777|PAI1_MOUSE Plasminogen activator inhibitor 1 OS=Mus musculus OX=10090 GN=Serpine1 PE=1 SV=1	SERPINE1	19.0086224406848	18.4635377383344	20.6859073021694	19.2799649920966
Q07235	>sp|Q07235|GDN_MOUSE Glia-derived nexin OS=Mus musculus OX=10090 GN=Serpine2 PE=1 SV=2	SERPINE2	18.6561745083006	18.4258302983613	18.4529335680537	19.1265440544056
E9PZX2	>tr|E9PZX2|E9PZX2_MOUSE Isoform of P97298, Serine (or cysteine) peptidase inhibitor, clade F, member 1 (Fragment) OS=Mus musculus OX=10090 GN=Serpinf1 PE=1 SV=1	SERPINF1	19.8599164177777	19.832980535739		19.4002949483723
P97298	>sp|P97298|PEDF_MOUSE Pigment epithelium-derived factor OS=Mus musculus OX=10090 GN=Serpinf1 PE=1 SV=2	SERPINF1	21.7636880105523	21.4616822291885	21.5924188766413	20.4514649061776
P97290	>sp|P97290|IC1_MOUSE Plasma protease C1 inhibitor OS=Mus musculus OX=10090 GN=Serping1 PE=1 SV=3	SERPING1	17.0120914499414		18.7830098232918	
P19324	>sp|P19324|SERPH_MOUSE Serpin H1 OS=Mus musculus OX=10090 GN=Serpinh1 PE=1 SV=3	SERPINH1	21.0089643073197	21.2292228679873	20.3093736391722	20.8283977573064
Q9EQU5	>sp|Q9EQU5|SET_MOUSE Protein SET OS=Mus musculus OX=10090 GN=Set PE=1 SV=1	SET	21.3166208467153	20.8535585177895	20.1460358271273	20.8396589650582
D3YZC9	>tr|D3YZC9|D3YZC9_MOUSE Isoform of Q64213, Splicing factor 1 OS=Mus musculus OX=10090 GN=Sf1 PE=1 SV=1	SF1	19.0614821434609		18.7680740215442	20.5431620592144
Q8K4Z5	>sp|Q8K4Z5|SF3A1_MOUSE Splicing factor 3A subunit 1 OS=Mus musculus OX=10090 GN=Sf3a1 PE=1 SV=1	SF3A1	19.1854787689413	18.3984959907263	17.9995104998455	
G3UVU2	>tr|G3UVU2|G3UVU2_MOUSE Isoform of Q62203, Splicing factor 3a, subunit 2 OS=Mus musculus OX=10090 GN=Sf3a2 PE=1 SV=1	SF3A2	17.2003967646779		16.8332814838021	
Q9D554	>sp|Q9D554|SF3A3_MOUSE Splicing factor 3A subunit 3 OS=Mus musculus OX=10090 GN=Sf3a3 PE=1 SV=2	SF3A3	16.1346365762997		16.2357474388057	
Q3UJB0	>sp|Q3UJB0|SF3B2_MOUSE Splicing factor 3B subunit 2 OS=Mus musculus OX=10090 GN=Sf3b2 PE=2 SV=1	SF3B2	18.8514127631438	18.4971405315802	17.4672380028395	
Q921M3	>sp|Q921M3|SF3B3_MOUSE Splicing factor 3B subunit 3 OS=Mus musculus OX=10090 GN=Sf3b3 PE=1 SV=1	SF3B3	17.2576071942779	16.3491513142975	18.0753514585133	
Q923D4	>sp|Q923D4|SF3B5_MOUSE Splicing factor 3B subunit 5 OS=Mus musculus OX=10090 GN=Sf3b5 PE=1 SV=1	SF3B5	18.53490327478	21.4729890543823	16.0047067872054	
Q8VIJ6	>sp|Q8VIJ6|SFPQ_MOUSE Splicing factor, proline- and glutamine-rich OS=Mus musculus OX=10090 GN=Sfpq PE=1 SV=1	SFPQ	17.637636723849	18.8070004874329	16.6247407650859	
Q8C4U3	>sp|Q8C4U3|SFRP1_MOUSE Secreted frizzled-related protein 1 OS=Mus musculus OX=10090 GN=Sfrp1 PE=1 SV=3	SFRP1	17.4755163535237	17.2353973841128	18.8898279794235	
Q8BJU0	>sp|Q8BJU0|SGTA_MOUSE Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Mus musculus OX=10090 GN=Sgta PE=1 SV=2	SGTA	19.049803067065	19.784569575993	17.1361107544225	
Q9JJU8	>sp|Q9JJU8|SH3L1_MOUSE Adapter Sh3bgrl OS=Mus musculus OX=10090 GN=Sh3bgrl PE=1 SV=1	SH3BGRL	18.8073372238463	18.3084561782559	17.2363742353597	
Q91VW3	>sp|Q91VW3|SH3L3_MOUSE SH3 domain-binding glutamic acid-rich-like protein 3 OS=Mus musculus OX=10090 GN=Sh3bgrl3 PE=1 SV=1	SH3BGRL3	20.659147934155	19.7639283465122	19.5189319447393	18.0737074814524
Q7TSG5	>sp|Q7TSG5|SH321_MOUSE SH3 domain-containing protein 21 OS=Mus musculus OX=10090 GN=Sh3d21 PE=1 SV=1	SH3D21	16.6068275645614		17.3363771685635	
Q9JK48	>sp|Q9JK48|SHLB1_MOUSE Endophilin-B1 OS=Mus musculus OX=10090 GN=Sh3glb1 PE=1 SV=1	SH3GLB1		19.9306482711224	16.5729794061178	
P50431	>sp|P50431|GLYC_MOUSE Serine hydroxymethyltransferase, cytosolic OS=Mus musculus OX=10090 GN=Shmt1 PE=1 SV=3	SHMT1	16.0878137281787		16.8406572089127	
Q9CZN7	>sp|Q9CZN7|GLYM_MOUSE Serine hydroxymethyltransferase, mitochondrial OS=Mus musculus OX=10090 GN=Shmt2 PE=1 SV=1	SHMT2	17.8139236136935	18.789216480462	18.3443537756045	18.6954989685267
Q9WTX5	>sp|Q9WTX5|SKP1_MOUSE S-phase kinase-associated protein 1 OS=Mus musculus OX=10090 GN=Skp1 PE=1 SV=3	SKP1	20.6204665160988	19.5086471116353	20.92069760633	
P55012	>sp|P55012|S12A2_MOUSE Solute carrier family 12 member 2 OS=Mus musculus OX=10090 GN=Slc12a2 PE=1 SV=2	SLC12A2	16.3505643378001		15.3114099707233	
P51881	>sp|P51881|ADT2_MOUSE ADP/ATP translocase 2 OS=Mus musculus OX=10090 GN=Slc25a5 PE=1 SV=3	SLC25A5	20.4302707172614	19.2394331075928	20.4492830495302	23.3752129715984
Q91W10	>sp|Q91W10|S39A8_MOUSE Metal cation symporter ZIP8 OS=Mus musculus OX=10090 GN=Slc39a8 PE=1 SV=1	SLC39A8	20.5518766821652	20.9241322300639	20.319544867488	
P10852	>sp|P10852|4F2_MOUSE Amino acid transporter heavy chain SLC3A2 OS=Mus musculus OX=10090 GN=Slc3a2 PE=1 SV=1	SLC3A2	17.5051432267238		17.2059380656678	
Q8BTY2	>sp|Q8BTY2|S4A7_MOUSE Sodium bicarbonate cotransporter 3 OS=Mus musculus OX=10090 GN=Slc4a7 PE=1 SV=2	SLC4A7	17.3353399995659	18.9385028359189	15.9624979191617	
Q9WVB4	>sp|Q9WVB4|SLIT3_MOUSE Slit homolog 3 protein OS=Mus musculus OX=10090 GN=Slit3 PE=2 SV=2	SLIT3	17.7928518877572		17.5432157029232	
O54988	>sp|O54988|SLK_MOUSE STE20-like serine/threonine-protein kinase OS=Mus musculus OX=10090 GN=Slk PE=1 SV=2	SLK	17.8618637627429	17.7974738720596	17.131955455244	
Q9CW03	>sp|Q9CW03|SMC3_MOUSE Structural maintenance of chromosomes protein 3 OS=Mus musculus OX=10090 GN=Smc3 PE=1 SV=2	SMC3	15.3443290253879	15.8466711437635	15.9124922165784	
P97801	>sp|P97801|SMN_MOUSE Survival motor neuron protein OS=Mus musculus OX=10090 GN=Smn1 PE=1 SV=1	SMN1	20.7682717307441	21.9222809473977	18.6590293925773	
F7D5X7	>tr|F7D5X7|F7D5X7_MOUSE Isoform of Q8BP86, Small nuclear RNA activating complex, polypeptide 4 (Fragment) OS=Mus musculus OX=10090 GN=Snapc4 PE=4 SV=1	SNAPC4	21.3588852379215	20.6758844161326	23.6580329603783	
Q78PY7	>sp|Q78PY7|SND1_MOUSE Staphylococcal nuclease domain-containing protein 1 OS=Mus musculus OX=10090 GN=Snd1 PE=1 SV=1	SND1	17.5423721322451	17.7382532502735	17.6288521558845	17.6941759298426
Q6P4T2	>sp|Q6P4T2|U520_MOUSE U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Mus musculus OX=10090 GN=Snrnp200 PE=1 SV=1	SNRNP200	19.4748026148588		18.9438927844965	
P57784	>sp|P57784|RU2A_MOUSE U2 small nuclear ribonucleoprotein A' OS=Mus musculus OX=10090 GN=Snrpa1 PE=1 SV=2	SNRPA1	15.8788767231843		14.8107764498371	
P62317	>sp|P62317|SMD2_MOUSE Small nuclear ribonucleoprotein Sm D2 OS=Mus musculus OX=10090 GN=Snrpd2 PE=1 SV=1	SNRPD2	17.2887607485599	17.7227272177931	17.7906181597961	
P62320	>sp|P62320|SMD3_MOUSE Small nuclear ribonucleoprotein Sm D3 OS=Mus musculus OX=10090 GN=Snrpd3 PE=1 SV=1	SNRPD3	16.7764958087842	18.2202410797233	18.8677039973516	
P63163;P27048	>sp|P63163|RSMN_MOUSE Small nuclear ribonucleoprotein-associated protein N OS=Mus musculus OX=10090 GN=Snrpn PE=1 SV=1;>sp|P27048|RSMB_MOUSE Small nuclear ribonucleoprotein-associated protein B OS=Mus musculus OX=10090 GN=Snrpb PE=1 SV=1	SNRPN;SNRPB	18.3291653286899	18.3794532435508	17.3490052098289	
Q61235	>sp|Q61235|SNTB2_MOUSE Beta-2-syntrophin OS=Mus musculus OX=10090 GN=Sntb2 PE=1 SV=2	SNTB2	12.8009071344429	15.6789473693037	14.0793297311763	
Q9WV80	>sp|Q9WV80|SNX1_MOUSE Sorting nexin-1 OS=Mus musculus OX=10090 GN=Snx1 PE=1 SV=1	SNX1	16.4192043280968	16.6118737341974	15.8491045224989	
Q3V2H3	>tr|Q3V2H3|Q3V2H3_MOUSE Isoform of O70493, Sorting nexin 12 OS=Mus musculus OX=10090 GN=Snx12 PE=1 SV=1	SNX12	20.294461357098	20.1888898153217	18.3735572724834	
Q9CWK8	>sp|Q9CWK8|SNX2_MOUSE Sorting nexin-2 OS=Mus musculus OX=10090 GN=Snx2 PE=1 SV=2	SNX2	18.0693109606796	18.0986088866088	17.1943532118382	
Q3UHD6	>sp|Q3UHD6|SNX27_MOUSE Sorting nexin-27 OS=Mus musculus OX=10090 GN=Snx27 PE=1 SV=2	SNX27	14.234241909312		14.523337114802	
Q78ZM0	>tr|Q78ZM0|Q78ZM0_MOUSE Isoform of O70492, Sorting nexin-3 OS=Mus musculus OX=10090 GN=Snx3 PE=1 SV=1	SNX3	19.2511452955005	19.2669927553535	18.1041131216247	
Q9D8U8	>sp|Q9D8U8|SNX5_MOUSE Sorting nexin-5 OS=Mus musculus OX=10090 GN=Snx5 PE=1 SV=1	SNX5	18.5009335709011	18.400411204614	17.1378631222786	
P08228	>sp|P08228|SODC_MOUSE Superoxide dismutase [Cu-Zn] OS=Mus musculus OX=10090 GN=Sod1 PE=1 SV=2	SOD1	20.8826296693867	20.7806536113261	19.9251796168157	18.8428445732513
O09164	>sp|O09164|SODE_MOUSE Extracellular superoxide dismutase [Cu-Zn] OS=Mus musculus OX=10090 GN=Sod3 PE=1 SV=1	SOD3	18.4488531516079	18.2522705915139	17.7672279071856	18.7127839925582
Q58A65	>sp|Q58A65|JIP4_MOUSE C-Jun-amino-terminal kinase-interacting protein 4 OS=Mus musculus OX=10090 GN=Spag9 PE=1 SV=2	SPAG9	17.505453648897	16.5070805928436	17.2574650160796	
P07214	>sp|P07214|SPRC_MOUSE SPARC OS=Mus musculus OX=10090 GN=Sparc PE=1 SV=1	SPARC	20.9546225932474	20.0241760688956	21.6227482498607	21.8592222838185
P70663	>sp|P70663|SPRL1_MOUSE SPARC-like protein 1 OS=Mus musculus OX=10090 GN=Sparcl1 PE=1 SV=3	SPARCL1	18.1216954789236	17.6439784501832	17.2855235659214	
Q8R1X6	>sp|Q8R1X6|SPART_MOUSE Spartin OS=Mus musculus OX=10090 GN=Spart PE=1 SV=1	SPART	19.6184317440506	19.9220260759837	17.8877873978426	
Q5SXY1	>sp|Q5SXY1|CYTSB_MOUSE Cytospin-B OS=Mus musculus OX=10090 GN=Specc1 PE=1 SV=2	SPECC1	17.9198668642267	17.3313196475861	16.2348401333344	
Q8BMS2	>sp|Q8BMS2|SPON2_MOUSE Spondin-2 OS=Mus musculus OX=10090 GN=Spon2 PE=2 SV=2	SPON2	16.7878687561786		17.2734529508463	
F8WIP8	>tr|F8WIP8|F8WIP8_MOUSE Isoform of P10923, Secreted phosphoprotein 1 OS=Mus musculus OX=10090 GN=Spp1 PE=1 SV=1	SPP1	19.6907324860877	19.6639966569916	19.0470031913744	19.1058353797008
Q8K1I3	>sp|Q8K1I3|SPP24_MOUSE Secreted phosphoprotein 24 OS=Mus musculus OX=10090 GN=Spp2 PE=1 SV=2	SPP2	19.5829870351149	19.8405081857849	19.1899887338809	
Q64105	>sp|Q64105|SPRE_MOUSE Sepiapterin reductase OS=Mus musculus OX=10090 GN=Spr PE=1 SV=1	SPR	17.5123041042923	16.8147840176151	17.1687570939771	
A3KGU5;E9Q447	>tr|A3KGU5|A3KGU5_MOUSE Isoform of P16546, Spectrin alpha, non-erythrocytic 1 OS=Mus musculus OX=10090 GN=Sptan1 PE=1 SV=1;>tr|E9Q447|E9Q447_MOUSE Isoform of P16546, Spectrin alpha, non-erythrocytic 1 OS=Mus musculus OX=10090 GN=Sptan1 PE=1 SV=1	SPTAN1	18.5902578676833	18.659216948046	17.7378530969227	19.612861490567
Q62261	>sp|Q62261|SPTB2_MOUSE Spectrin beta chain, non-erythrocytic 1 OS=Mus musculus OX=10090 GN=Sptbn1 PE=1 SV=2	SPTBN1	18.4495694936379	18.3449650555567	17.8694426893508	18.2904371987809
Q80VJ2	>sp|Q80VJ2|SRA1_MOUSE Steroid receptor RNA activator 1 OS=Mus musculus OX=10090 GN=Sra1 PE=1 SV=4	SRA1	14.9215012544854		15.3623846501292	
Q9CZ91	>sp|Q9CZ91|SRFB1_MOUSE Serum response factor-binding protein 1 OS=Mus musculus OX=10090 GN=Srfbp1 PE=1 SV=1	SRFBP1	21.2322405658077		21.9850037995216	
Q6P069	>sp|Q6P069|SORCN_MOUSE Sorcin OS=Mus musculus OX=10090 GN=Sri PE=1 SV=1	SRI	16.4847795328251	16.760448758481	16.6562289603049	
Q64674	>sp|Q64674|SPEE_MOUSE Spermidine synthase OS=Mus musculus OX=10090 GN=Srm PE=1 SV=1	SRM	18.4907486583637	18.8536691399349	18.2677027984932	
P16254	>sp|P16254|SRP14_MOUSE Signal recognition particle 14 kDa protein OS=Mus musculus OX=10090 GN=Srp14 PE=1 SV=1	SRP14		17.9090155941338	16.2022670387495	
P14576	>sp|P14576|SRP54_MOUSE Signal recognition particle subunit SRP54 OS=Mus musculus OX=10090 GN=Srp54 PE=1 SV=2	SRP54	16.1909406181277		15.8976349627059	
P49962	>sp|P49962|SRP09_MOUSE Signal recognition particle 9 kDa protein OS=Mus musculus OX=10090 GN=Srp9 PE=1 SV=2	SRP9	18.9391869658813	18.5299549050384	18.6565838664825	
Q8R054	>sp|Q8R054|SRPX2_MOUSE Sushi repeat-containing protein SRPX2 OS=Mus musculus OX=10090 GN=Srpx2 PE=1 SV=2	SRPX2	17.8082375776824	17.8040516775424	19.3748498717444	
Q8BTI8	>sp|Q8BTI8|SRRM2_MOUSE Serine/arginine repetitive matrix protein 2 OS=Mus musculus OX=10090 GN=Srrm2 PE=1 SV=3	SRRM2	18.5606067740967	18.4876304366655	16.5577566947449	
Q99MR6	>sp|Q99MR6|SRRT_MOUSE Serrate RNA effector molecule homolog OS=Mus musculus OX=10090 GN=Srrt PE=1 SV=1	SRRT	14.6292386389686		14.0917254220908	
Q6PDM2	>sp|Q6PDM2|SRSF1_MOUSE Serine/arginine-rich splicing factor 1 OS=Mus musculus OX=10090 GN=Srsf1 PE=1 SV=3	SRSF1	17.0679835009241	17.6994169407733	15.1059031341133	
Q62093	>sp|Q62093|SRSF2_MOUSE Serine/arginine-rich splicing factor 2 OS=Mus musculus OX=10090 GN=Srsf2 PE=1 SV=4	SRSF2	19.0916307819565	18.7016569517641	18.3528020221947	
P84104	>sp|P84104|SRSF3_MOUSE Serine/arginine-rich splicing factor 3 OS=Mus musculus OX=10090 GN=Srsf3 PE=1 SV=1	SRSF3	18.5899233123541	17.6783749052061	17.7049048078745	17.6988845515194
O35326	>sp|O35326|SRSF5_MOUSE Serine/arginine-rich splicing factor 5 OS=Mus musculus OX=10090 GN=Srsf5 PE=1 SV=2	SRSF5	17.6337498637825	17.5049887943827	16.6120957515558	
Q8BL97	>sp|Q8BL97|SRSF7_MOUSE Serine/arginine-rich splicing factor 7 OS=Mus musculus OX=10090 GN=Srsf7 PE=1 SV=1	SRSF7	17.0935477899977		17.6999167358379	
P32067	>sp|P32067|LA_MOUSE Lupus La protein homolog OS=Mus musculus OX=10090 GN=Ssb PE=1 SV=1	SSB	18.3965907277132	18.9529365301572	17.8563540359334	19.538498995453
Q8BV57	>sp|Q8BV57|SRCRL_MOUSE Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D OS=Mus musculus OX=10090 GN=Ssc5d PE=1 SV=1	SSC5D	19.2779526592624		18.6769956618127	
Q08943	>sp|Q08943|SSRP1_MOUSE FACT complex subunit SSRP1 OS=Mus musculus OX=10090 GN=Ssrp1 PE=1 SV=2	SSRP1	17.8760073352147	17.7299835902135	17.4396120230497	
Q99L47	>sp|Q99L47|F10A1_MOUSE Hsc70-interacting protein OS=Mus musculus OX=10090 GN=St13 PE=1 SV=1	ST13	22.2728287419574	22.4791600611836	19.7258799410832	
Q60864	>sp|Q60864|STIP1_MOUSE Stress-induced-phosphoprotein 1 OS=Mus musculus OX=10090 GN=Stip1 PE=1 SV=1	STIP1	18.8950513553968	19.3695980742856	17.5118629368445	17.9681095841688
Q99KH8	>sp|Q99KH8|STK24_MOUSE Serine/threonine-protein kinase 24 OS=Mus musculus OX=10090 GN=Stk24 PE=1 SV=1	STK24	18.7374540058419	17.4501953159344	17.7236188002232	
P54227	>sp|P54227|STMN1_MOUSE Stathmin OS=Mus musculus OX=10090 GN=Stmn1 PE=1 SV=2	STMN1	20.0657782684344	20.4489833369443	19.3352499223309	19.3513664258421
Q9Z1Z2	>sp|Q9Z1Z2|STRAP_MOUSE Serine-threonine kinase receptor-associated protein OS=Mus musculus OX=10090 GN=Strap PE=1 SV=2	STRAP	17.0254428680614	17.2707388015137	16.1446481430448	18.3585286695863
B2RQS1	>tr|B2RQS1|B2RQS1_MOUSE Isoform of Q9ERG2, Striatin, calmodulin binding protein 3 OS=Mus musculus OX=10090 GN=Strn3 PE=1 SV=1	STRN3	17.5705415990672	18.8201138163098	16.3242041301548	
Q9ER00	>sp|Q9ER00|STX12_MOUSE Syntaxin-12 OS=Mus musculus OX=10090 GN=Stx12 PE=1 SV=1	STX12	18.6967073623759	18.8243095482988	16.7467493902091	
Q9D0I4	>sp|Q9D0I4|STX17_MOUSE Syntaxin-17 OS=Mus musculus OX=10090 GN=Stx17 PE=1 SV=1	STX17	17.9850274994697	17.7003621821756	15.6592627276784	
Q8VDS8	>sp|Q8VDS8|STX18_MOUSE Syntaxin-18 OS=Mus musculus OX=10090 GN=Stx18 PE=1 SV=2	STX18	15.3614893164762		15.4521387951908	
Q8BH40	>tr|Q8BH40|Q8BH40_MOUSE Isoform of O70439, Syntaxin-7 OS=Mus musculus OX=10090 GN=Stx7 PE=1 SV=1	STX7	17.1062254171513	17.2479091730866	15.1288966677855	18.2712333024736
O08599	>sp|O08599|STXB1_MOUSE Syntaxin-binding protein 1 OS=Mus musculus OX=10090 GN=Stxbp1 PE=1 SV=2	STXBP1	15.7892281924319	16.9384071768388	15.5821308883484	
P11031	>sp|P11031|TCP4_MOUSE Activated RNA polymerase II transcriptional coactivator p15 OS=Mus musculus OX=10090 GN=Sub1 PE=1 SV=3	SUB1	19.9623868258865	20.0354845012124	17.3725375385305	
P50236;P52843	>sp|P50236|ST2A2_MOUSE Sulfotransferase 2A2 OS=Mus musculus OX=10090 GN=Sult2a2 PE=1 SV=1;>sp|P52843|ST2A1_MOUSE Sulfotransferase 2A1 OS=Mus musculus OX=10090 GN=Sult2a1 PE=1 SV=1	SULT2A2;SULT2A1	18.3583477243902	21.7931351609065	17.0893732522624	
Q8R0F3	>sp|Q8R0F3|SUMF1_MOUSE Formylglycine-generating enzyme OS=Mus musculus OX=10090 GN=Sumf1 PE=1 SV=2	SUMF1	16.9933602608062	18.0161816772392	16.3430499047051	
Q8BPG6	>sp|Q8BPG6|SUMF2_MOUSE Inactive C-alpha-formylglycine-generating enzyme 2 OS=Mus musculus OX=10090 GN=Sumf2 PE=1 SV=2	SUMF2	18.2812597845749	18.5069670305904	16.8651902737745	
P63166	>sp|P63166|SUMO1_MOUSE Small ubiquitin-related modifier 1 OS=Mus musculus OX=10090 GN=Sumo1 PE=1 SV=1	SUMO1	20.8267483289885	20.6862579731606	19.2690085868247	
D3YW94	>tr|D3YW94|D3YW94_MOUSE Isoform of P61957, Small ubiquitin-like modifier 2 OS=Mus musculus OX=10090 GN=Sumo2 PE=3 SV=1	SUMO2	21.1645239394051	22.1766033305719	17.8032771727209	
P61957;Q9Z172	>sp|P61957|SUMO2_MOUSE Small ubiquitin-related modifier 2 OS=Mus musculus OX=10090 GN=Sumo2 PE=1 SV=1;>sp|Q9Z172|SUMO3_MOUSE Small ubiquitin-related modifier 3 OS=Mus musculus OX=10090 GN=Sumo3 PE=1 SV=1	SUMO2;SUMO3	23.0305929163517	23.1124373614852	21.4346861912188	
Q920B9	>sp|Q920B9|SP16H_MOUSE FACT complex subunit SPT16 OS=Mus musculus OX=10090 GN=Supt16h PE=1 SV=2	SUPT16H	17.5455321682211	16.97398874779	17.20553526042	
O55201	>sp|O55201|SPT5H_MOUSE Transcription elongation factor SPT5 OS=Mus musculus OX=10090 GN=Supt5h PE=1 SV=1	SUPT5H	18.6613842253021	17.8124990967729	17.4940272795024	18.4695123919631
Q62383	>sp|Q62383|SPT6H_MOUSE Transcription elongation factor SPT6 OS=Mus musculus OX=10090 GN=Supt6h PE=1 SV=2	SUPT6H	16.7098875273917		16.4565176498083	
A2AVA0	>sp|A2AVA0|SVEP1_MOUSE Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Mus musculus OX=10090 GN=Svep1 PE=1 SV=1	SVEP1	16.649204772211		17.0770635416391	
Q8K4L3	>sp|Q8K4L3|SVIL_MOUSE Supervillin OS=Mus musculus OX=10090 GN=Svil PE=1 SV=1	SVIL	17.2199772126184		15.9791724079656	
Q6A028	>sp|Q6A028|SWP70_MOUSE Switch-associated protein 70 OS=Mus musculus OX=10090 GN=Swap70 PE=1 SV=2	SWAP70	18.3149760387877	16.9914797256104	17.6966818991621	
A0A0R4J259	>tr|A0A0R4J259|A0A0R4J259_MOUSE Isoform of Q7TMK9, Synaptotagmin binding, cytoplasmic RNA interacting protein OS=Mus musculus OX=10090 GN=Syncrip PE=1 SV=1	SYNCRIP	19.9839007207263	20.8573728451412	18.6801819105066	18.5366467296605
P37804	>sp|P37804|TAGL_MOUSE Transgelin OS=Mus musculus OX=10090 GN=Tagln PE=1 SV=3	TAGLN	21.0780136697489	19.9982640953518	19.9904852630204	21.23326404304
Q9WVA4	>sp|Q9WVA4|TAGL2_MOUSE Transgelin-2 OS=Mus musculus OX=10090 GN=Tagln2 PE=1 SV=4	TAGLN2	19.9776270234847	19.4434300650628	18.8067286059982	
Q93092	>sp|Q93092|TALDO_MOUSE Transaldolase OS=Mus musculus OX=10090 GN=Taldo1 PE=1 SV=2	TALDO1	19.7127637017236	20.1079961763706	19.0935800015403	
Q921F2	>sp|Q921F2|TADBP_MOUSE TAR DNA-binding protein 43 OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1	TARDBP	18.4422352227009		18.0403381618808	
Q9D0R2	>sp|Q9D0R2|SYTC_MOUSE Threonine--tRNA ligase 1, cytoplasmic OS=Mus musculus OX=10090 GN=Tars1 PE=1 SV=2	TARS1	17.3429151839588	18.122172556262	17.4241445531532	
Q60949	>sp|Q60949|TBCD1_MOUSE TBC1 domain family member 1 OS=Mus musculus OX=10090 GN=Tbc1d1 PE=1 SV=3	TBC1D1	16.0200650696799		16.6722595830781	
P48428	>sp|P48428|TBCA_MOUSE Tubulin-specific chaperone A OS=Mus musculus OX=10090 GN=Tbca PE=1 SV=3	TBCA	20.4964193111614	21.0867170183637	18.8619963335588	18.8268608968224
Q9D1E6	>sp|Q9D1E6|TBCB_MOUSE Tubulin-folding cofactor B OS=Mus musculus OX=10090 GN=Tbcb PE=1 SV=2	TBCB	17.0438928053643	16.9633297511582	15.3579450181545	
Q8BYA0	>sp|Q8BYA0|TBCD_MOUSE Tubulin-specific chaperone D OS=Mus musculus OX=10090 GN=Tbcd PE=1 SV=1	TBCD	14.7760772273123		16.4432251511906	
Q9QXE7	>sp|Q9QXE7|TBL1X_MOUSE F-box-like/WD repeat-containing protein TBL1X OS=Mus musculus OX=10090 GN=Tbl1x PE=1 SV=2	TBL1X	16.9368605093943	15.4432671367179	17.5351861890829	
P10711	>sp|P10711|TCEA1_MOUSE Transcription elongation factor A protein 1 OS=Mus musculus OX=10090 GN=Tcea1 PE=1 SV=2	TCEA1	18.816825034769	18.7752660674928	17.1376664800021	
Q8CGF7	>sp|Q8CGF7|TCRG1_MOUSE Transcription elongation regulator 1 OS=Mus musculus OX=10090 GN=Tcerg1 PE=1 SV=2	TCERG1	18.8211406832899	19.4898153699294	15.5362111982569	
