protein_id	fasta_headers	gene_symbols_or_id	MS1d4-L	MS2d4-L	MW1d4-L	MW2d4-L
Q8BSH3	>tr|Q8BSH3|Q8BSH3_MOUSE Isoform of P58771, Tropomyosin alpha-1 chain OS=Mus musculus OX=10090 GN=Tpm1 PE=1 SV=1	TPM1	19.4623114029685	20.3751763932809	19.4822000647286	19.4599461773389
A2AIM4	>tr|A2AIM4|A2AIM4_MOUSE Isoform of P58774, Tropomyosin beta chain OS=Mus musculus OX=10090 GN=Tpm2 PE=1 SV=1	TPM2	18.6829121142616	19.9399848592874	19.8302627061067	19.1438851613208
P58774	>sp|P58774|TPM2_MOUSE Tropomyosin beta chain OS=Mus musculus OX=10090 GN=Tpm2 PE=1 SV=1	TPM2	20.9845176786237	21.927934637792	20.6768583679201	21.3060931835922
E9Q5J9	>tr|E9Q5J9|E9Q5J9_MOUSE Isoform of P21107, Tropomyosin 3, gamma OS=Mus musculus OX=10090 GN=Tpm3 PE=1 SV=1	TPM3	20.7765470707576	21.1304074492086	21.3677375139618	21.0780733779935
E9Q7Q3	>tr|E9Q7Q3|E9Q7Q3_MOUSE Isoform of P21107, Tropomyosin 3, gamma OS=Mus musculus OX=10090 GN=Tpm3 PE=1 SV=1	TPM3	19.6521424034932	21.7795008614649	19.2859947465344	19.9275465459182
Q6IRU2	>sp|Q6IRU2|TPM4_MOUSE Tropomyosin alpha-4 chain OS=Mus musculus OX=10090 GN=Tpm4 PE=1 SV=3	TPM4	20.1032567059126	20.5717168311032	20.2285752301981	19.9055246834704
O89023	>sp|O89023|TPP1_MOUSE Tripeptidyl-peptidase 1 OS=Mus musculus OX=10090 GN=Tpp1 PE=1 SV=2	TPP1	19.8812391826531	20.2344252760545	20.1292470158054	20.051111823175
Q64514	>sp|Q64514|TPP2_MOUSE Tripeptidyl-peptidase 2 OS=Mus musculus OX=10090 GN=Tpp2 PE=1 SV=3	TPP2	19.6130092350084	19.7855903383178	19.6135431261051	19.5994818582297
Q9CRB6	>sp|Q9CRB6|TPPP3_MOUSE Tubulin polymerization-promoting protein family member 3 OS=Mus musculus OX=10090 GN=Tppp3 PE=1 SV=1	TPPP3	19.5975598590738	19.8771917774759	19.8405676369423	20.1937916332281
F6ZDS4	>sp|F6ZDS4|TPR_MOUSE Nucleoprotein TPR OS=Mus musculus OX=10090 GN=Tpr PE=1 SV=1	TPR	19.0451642531675	19.0374971760038	18.8718834028197	18.8529888204082
O70281	>sp|O70281|TPST1_MOUSE Protein-tyrosine sulfotransferase 1 OS=Mus musculus OX=10090 GN=Tpst1 PE=1 SV=1	TPST1	17.3007475244418	15.9166091012028		17.1566492567088
P63028	>sp|P63028|TCTP_MOUSE Translationally-controlled tumor protein OS=Mus musculus OX=10090 GN=Tpt1 PE=1 SV=1	TPT1	21.1849738648479	21.8859850125863	20.2215982372699	21.0873496449943
A2APB8	>sp|A2APB8|TPX2_MOUSE Targeting protein for Xklp2 OS=Mus musculus OX=10090 GN=Tpx2 PE=1 SV=1	TPX2	22.3630512795664	22.0964249337276	22.1600840912839	
Q6PFR5	>sp|Q6PFR5|TRA2A_MOUSE Transformer-2 protein homolog alpha OS=Mus musculus OX=10090 GN=Tra2a PE=1 SV=1	TRA2A	18.2475428231526	18.1841884203842	17.9868618027868	18.4191441717061
P62996	>sp|P62996|TRA2B_MOUSE Transformer-2 protein homolog beta OS=Mus musculus OX=10090 GN=Tra2b PE=1 SV=1	TRA2B	18.4150771606983	18.9871216056118	18.8203655522616	18.787225697915
Q60803	>sp|Q60803|TRAF3_MOUSE TNF receptor-associated factor 3 OS=Mus musculus OX=10090 GN=Traf3 PE=1 SV=2	TRAF3		15.9872951538056	17.153058963717	
Q9CQN1	>sp|Q9CQN1|TRAP1_MOUSE Heat shock protein 75 kDa, mitochondrial OS=Mus musculus OX=10090 GN=Trap1 PE=1 SV=1	TRAP1	19.4133655318671	19.3454944393963	19.5441557003411	19.3735867555545
Q5NCF2	>sp|Q5NCF2|TPPC1_MOUSE Trafficking protein particle complex subunit 1 OS=Mus musculus OX=10090 GN=Trappc1 PE=1 SV=1	TRAPPC1	20.4858897439275	18.2350637222248	20.9070062164178	20.5567299934325
B2RXC1	>sp|B2RXC1|TPC11_MOUSE Trafficking protein particle complex subunit 11 OS=Mus musculus OX=10090 GN=Trappc11 PE=1 SV=1	TRAPPC11	18.806370746415	17.734377731164	18.9147735324925	18.5614938981738
O55013	>sp|O55013|TPPC3_MOUSE Trafficking protein particle complex subunit 3 OS=Mus musculus OX=10090 GN=Trappc3 PE=1 SV=1	TRAPPC3	19.4443158767804	19.0710832243429	19.6227714979823	19.3316777893419
A0A286YCX6;E9PY51	>tr|A0A286YCX6|A0A286YCX6_MOUSE Trafficking protein particle complex 8 OS=Mus musculus OX=10090 GN=Trappc8 PE=1 SV=2;>tr|E9PY51|E9PY51_MOUSE Isoform of A0A286YCX6, Trafficking protein particle complex 8 OS=Mus musculus OX=10090 GN=Trappc8 PE=1 SV=1	TRAPPC8		15.1805708020132		17.700064914156
Q62318	>sp|Q62318|TIF1B_MOUSE Transcription intermediary factor 1-beta OS=Mus musculus OX=10090 GN=Trim28 PE=1 SV=3	TRIM28	20.8732279281344	20.8662656016655	20.638002322187	20.9558742659542
Q8CH72	>sp|Q8CH72|TRI32_MOUSE E3 ubiquitin-protein ligase TRIM32 OS=Mus musculus OX=10090 GN=Trim32 PE=1 SV=2	TRIM32		18.0025028653463		18.695821219662
G3X8Y1	>sp|G3X8Y1|TRI55_MOUSE Tripartite motif-containing 55 OS=Mus musculus OX=10090 GN=Trim55 PE=1 SV=1	TRIM55	19.2385880158654	19.8582482912502	19.0980252371808	19.8367075174865
Q1XH17	>sp|Q1XH17|TRI72_MOUSE Tripartite motif-containing protein 72 OS=Mus musculus OX=10090 GN=Trim72 PE=1 SV=1	TRIM72	20.1344139281349	20.7838234965719	20.2436668119974	20.4860804462913
Q8CJ53	>sp|Q8CJ53|CIP4_MOUSE Cdc42-interacting protein 4 OS=Mus musculus OX=10090 GN=Trip10 PE=1 SV=2	TRIP10	20.1310080416311	19.5527563606285	20.5306360726048	20.3931711765622
E9Q512	>tr|E9Q512|E9Q512_MOUSE Thyroid hormone receptor interactor 11 OS=Mus musculus OX=10090 GN=Trip11 PE=1 SV=1	TRIP11	19.7925639923742	19.8595732482393	20.1202529105284	19.9830740577791
G5E870	>sp|G5E870|TRIPC_MOUSE E3 ubiquitin-protein ligase TRIP12 OS=Mus musculus OX=10090 GN=Trip12 PE=1 SV=1	TRIP12	19.1326172682016	18.9009690887615	18.5681090875777	18.6647596776782
Q9QXN3	>sp|Q9QXN3|TRIP4_MOUSE Activating signal cointegrator 1 OS=Mus musculus OX=10090 GN=Trip4 PE=1 SV=2	TRIP4	20.0231328068416	19.9468226992522	19.5571970333041	19.8136628801848
Q3TX08	>sp|Q3TX08|TRM1_MOUSE tRNA (guanine(26)-N(2))-dimethyltransferase OS=Mus musculus OX=10090 GN=Trmt1 PE=1 SV=2	TRMT1	19.5918658851155	19.2633984314778	19.6200540590512	19.4083713331523
Q9DCG9	>sp|Q9DCG9|TR112_MOUSE Multifunctional methyltransferase subunit TRM112-like protein OS=Mus musculus OX=10090 GN=Trmt112 PE=1 SV=1	TRMT112	22.1421977938116	21.6409859598516	21.8714262785279	21.9587817260214
Q9D0C4	>sp|Q9D0C4|TRM5_MOUSE tRNA (guanine(37)-N1)-methyltransferase OS=Mus musculus OX=10090 GN=Trmt5 PE=1 SV=1	TRMT5		17.0029256368147		17.170499790576
Q80WQ4	>sp|Q80WQ4|TRM9B_MOUSE Probable tRNA methyltransferase 9B OS=Mus musculus OX=10090 GN=Trmt9b PE=1 SV=1	TRMT9B	17.6986434872964	16.1356908660347	18.427939163529	17.0783703202951
Q9DAT5	>sp|Q9DAT5|MTU1_MOUSE Mitochondrial tRNA-specific 2-thiouridylase 1 OS=Mus musculus OX=10090 GN=Trmu PE=1 SV=1	TRMU	17.5450265184464	16.7279328395014	18.092499409974	17.8349416539088
Q6DIC6	>tr|Q6DIC6|Q6DIC6_MOUSE Tro protein OS=Mus musculus OX=10090 GN=Tro PE=1 SV=1	TRO	20.9271750947532	20.0952220423366	20.4201482634159	
F6ZRL3	>tr|F6ZRL3|F6ZRL3_MOUSE Isoform of P70399, Transformation related protein 53 binding protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Trp53bp1 PE=1 SV=1	TRP53BP1		18.8839361808236		19.2036152916976
A0A2I3BPP1;A0A2I3BRT5;Q3UHB2;Q7TT21	>tr|A0A2I3BPP1|A0A2I3BPP1_MOUSE Isoform of Q61037, TSC complex subunit 2 OS=Mus musculus OX=10090 GN=Tsc2 PE=1 SV=1;>tr|A0A2I3BRT5|A0A2I3BRT5_MOUSE Isoform of Q61037, TSC complex subunit 2 OS=Mus musculus OX=10090 GN=Tsc2 PE=1 SV=1;>tr|Q3UHB2|Q3UHB2_MOUSE Isoform of Q61037, TSC complex subunit 2 OS=Mus musculus OX=10090 GN=Tsc2 PE=1 SV=1;>tr|Q7TT21|Q7TT21_MOUSE Isoform of Q61037, TSC complex subunit 2 OS=Mus musculus OX=10090 GN=Tsc2 PE=1 SV=1	TSC2	18.3739293002393	17.6839157152635	18.2559223068703	
P62500	>sp|P62500|T22D1_MOUSE TSC22 domain family protein 1 OS=Mus musculus OX=10090 GN=Tsc22d1 PE=1 SV=2	TSC22D1	19.9028638680941	20.4244885880388	19.7432545755089	19.6987807328675
E9Q7M2	>sp|E9Q7M2|T22D2_MOUSE TSC22 domain family protein 2 OS=Mus musculus OX=10090 GN=Tsc22d2 PE=1 SV=1	TSC22D2	20.5043741837538	20.0717883959293	19.6815147328075	20.3980286802049
Q9Z2S7	>sp|Q9Z2S7|T22D3_MOUSE TSC22 domain family protein 3 OS=Mus musculus OX=10090 GN=Tsc22d3 PE=1 SV=2	TSC22D3		19.0744774093667	19.5007456010869	
Q9EQN3	>sp|Q9EQN3|T22D4_MOUSE TSC22 domain family protein 4 OS=Mus musculus OX=10090 GN=Tsc22d4 PE=1 SV=2	TSC22D4	19.231998454278	18.6803793104561	19.2877187526512	18.7857572693905
Q8BMZ5	>sp|Q8BMZ5|SEN34_MOUSE tRNA-splicing endonuclease subunit Sen34 OS=Mus musculus OX=10090 GN=Tsen34 PE=2 SV=2	TSEN34	20.710767697805	20.0504889045915	20.4206334580711	20.875345836814
Q61187	>sp|Q61187|TS101_MOUSE Tumor susceptibility gene 101 protein OS=Mus musculus OX=10090 GN=Tsg101 PE=1 SV=2	TSG101	20.7196751879142	20.1106790237249	20.849562705258	20.7022146118881
Q5SWD9	>sp|Q5SWD9|TSR1_MOUSE Pre-rRNA-processing protein TSR1 homolog OS=Mus musculus OX=10090 GN=Tsr1 PE=1 SV=1	TSR1		17.3486754782675		16.5944859172667
Q9JHE7	>sp|Q9JHE7|TSSC4_MOUSE U5 small nuclear ribonucleoprotein TSSC4 OS=Mus musculus OX=10090 GN=Tssc4 PE=1 SV=1	TSSC4	17.4921607577661	18.7800817935073		17.6167900692486
Q9D0B5	>sp|Q9D0B5|TSTD3_MOUSE Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 3 OS=Mus musculus OX=10090 GN=Tstd3 PE=1 SV=1	TSTD3		19.2987807252062		20.0980144013744
Q91Z38	>sp|Q91Z38|TTC1_MOUSE Tetratricopeptide repeat protein 1 OS=Mus musculus OX=10090 GN=Ttc1 PE=1 SV=1	TTC1	20.9308044949601	19.8645605021358	21.0664883653816	20.8143879245737
Q80XJ3	>sp|Q80XJ3|TTC28_MOUSE Tetratricopeptide repeat protein 28 OS=Mus musculus OX=10090 GN=Ttc28 PE=1 SV=3	TTC28		14.1026328439907	15.3345032949623	
O88196	>sp|O88196|TTC3_MOUSE E3 ubiquitin-protein ligase TTC3 OS=Mus musculus OX=10090 GN=Ttc3 PE=1 SV=2	TTC3	17.9097683370995	17.9126627438332	18.5054609447726	18.1882874917164
A3KMP2	>sp|A3KMP2|TTC38_MOUSE Tetratricopeptide repeat protein 38 OS=Mus musculus OX=10090 GN=Ttc38 PE=1 SV=2	TTC38	19.258513637273	17.4967264011607	19.0530076354247	19.3383653053499
Q8R3H9	>sp|Q8R3H9|TTC4_MOUSE Tetratricopeptide repeat protein 4 OS=Mus musculus OX=10090 GN=Ttc4 PE=1 SV=1	TTC4	19.3144626258646	20.0692332875641	18.6803611827443	19.3987032025566
Q810A3	>sp|Q810A3|TTC9C_MOUSE Tetratricopeptide repeat protein 9C OS=Mus musculus OX=10090 GN=Ttc9c PE=1 SV=1	TTC9C	19.8467022885575	19.5638443110777	18.9769209482862	19.6941926270117
V9GXT8	>tr|V9GXT8|V9GXT8_MOUSE Isoform of A4Q9F3, Tubulin tyrosine ligase-like family, member 10 OS=Mus musculus OX=10090 GN=Ttll10 PE=1 SV=1	TTLL10		24.7234432082799	26.3299042957193	26.0959257676091
Q3UDE2	>sp|Q3UDE2|TTL12_MOUSE Tubulin--tyrosine ligase-like protein 12 OS=Mus musculus OX=10090 GN=Ttll12 PE=1 SV=1	TTLL12	20.7190342237648	20.6891390256414	20.8757092625376	20.9896947786056
A0A5K1VVQ1	>tr|A0A5K1VVQ1|A0A5K1VVQ1_MOUSE Isoform of A2ASS6, Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1	TTN	18.0542528157834	19.2087259979638		18.3211784693572
A2ASS6	>sp|A2ASS6|TITIN_MOUSE Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1	TTN	19.3498586696947	19.7692994744888	19.1718263224161	19.5009611076789
Q6P5F7	>sp|Q6P5F7|TTYH3_MOUSE Protein tweety homolog 3 OS=Mus musculus OX=10090 GN=Ttyh3 PE=1 SV=1	TTYH3		16.0023606825819	19.0331523680189	18.4415536768957
P68369	>sp|P68369|TBA1A_MOUSE Tubulin alpha-1A chain OS=Mus musculus OX=10090 GN=Tuba1a PE=1 SV=1	TUBA1A	21.7737901483426	21.3528743585627	21.8648776926354	21.7380384993801
P05214	>sp|P05214|TBA3_MOUSE Tubulin alpha-3 chain OS=Mus musculus OX=10090 GN=Tuba3b PE=1 SV=1	TUBA3B	20.806189044016	21.1183822410848	21.0051848955894	20.9367864167336
P68368	>sp|P68368|TBA4A_MOUSE Tubulin alpha-4A chain OS=Mus musculus OX=10090 GN=Tuba4a PE=1 SV=1	TUBA4A	20.4938649832496	20.6534079942545	20.8079581465447	20.4522518809959
Q7TMM9	>sp|Q7TMM9|TBB2A_MOUSE Tubulin beta-2A chain OS=Mus musculus OX=10090 GN=Tubb2a PE=1 SV=1	TUBB2A	21.5272901454084	22.1893678591832	21.4271672574487	21.7290874866985
Q9CWF2	>sp|Q9CWF2|TBB2B_MOUSE Tubulin beta-2B chain OS=Mus musculus OX=10090 GN=Tubb2b PE=1 SV=1	TUBB2B	21.4703570322108	22.1704564534176	21.3864940145464	21.7448803530023
Q9ERD7	>sp|Q9ERD7|TBB3_MOUSE Tubulin beta-3 chain OS=Mus musculus OX=10090 GN=Tubb3 PE=1 SV=1	TUBB3	21.0286836531445	19.9524633776721	19.8052858197816	20.2428251076512
P68372	>sp|P68372|TBB4B_MOUSE Tubulin beta-4B chain OS=Mus musculus OX=10090 GN=Tubb4b PE=1 SV=1	TUBB4B	21.6427204912804	22.516828452853	21.7868687937349	21.7702030880056
P99024	>sp|P99024|TBB5_MOUSE Tubulin beta-5 chain OS=Mus musculus OX=10090 GN=Tubb5 PE=1 SV=1	TUBB5	21.9429581822345	22.5371382620078	22.1230893847547	22.0443906930368
Q922F4	>sp|Q922F4|TBB6_MOUSE Tubulin beta-6 chain OS=Mus musculus OX=10090 GN=Tubb6 PE=1 SV=1	TUBB6	21.208291767071	22.2606075632516	20.7812324546983	21.4279334703625
P83887;Q8VCK3	>sp|P83887|TBG1_MOUSE Tubulin gamma-1 chain OS=Mus musculus OX=10090 GN=Tubg1 PE=1 SV=1;>sp|Q8VCK3|TBG2_MOUSE Tubulin gamma-2 chain OS=Mus musculus OX=10090 GN=Tubg2 PE=1 SV=1	TUBG1;TUBG2	19.4170959325245	19.4435127433611		19.6265300964401
Q8BFR5	>sp|Q8BFR5|EFTU_MOUSE Elongation factor Tu, mitochondrial OS=Mus musculus OX=10090 GN=Tufm PE=1 SV=1	TUFM	19.7132280901853	20.444304542088	19.8318535654265	20.0614525126436
Q9JIL5	>sp|Q9JIL5|TULP4_MOUSE Tubby-related protein 4 OS=Mus musculus OX=10090 GN=Tulp4 PE=1 SV=1	TULP4	22.8847793746175	22.4306015952321	22.8517808775375	22.1762558565056
B2RX14	>sp|B2RX14|TUT4_MOUSE Terminal uridylyltransferase 4 OS=Mus musculus OX=10090 GN=Tut4 PE=1 SV=2	TUT4	18.7362813844339	17.7415101800863	18.8795444660216	18.6339234310915
Q91YR1	>sp|Q91YR1|TWF1_MOUSE Twinfilin-1 OS=Mus musculus OX=10090 GN=Twf1 PE=1 SV=2	TWF1	21.2006783925267	20.5308354016559	21.3891606379128	20.9871346809152
Q9Z0P5	>sp|Q9Z0P5|TWF2_MOUSE Twinfilin-2 OS=Mus musculus OX=10090 GN=Twf2 PE=1 SV=1	TWF2	19.1197578270892	19.6409599611203	18.6982661605412	19.3339053972922
Q6PAM1	>sp|Q6PAM1|TXLNA_MOUSE Alpha-taxilin OS=Mus musculus OX=10090 GN=Txlna PE=1 SV=1	TXLNA	18.3977629391864	18.9532282107508	18.4679556204509	18.4395522814463
Q8VBT1	>sp|Q8VBT1|TXLNB_MOUSE Beta-taxilin OS=Mus musculus OX=10090 GN=Txlnb PE=1 SV=2	TXLNB		19.2470976523928	18.2722779254161	18.8924650255937
P10639	>sp|P10639|THIO_MOUSE Thioredoxin OS=Mus musculus OX=10090 GN=Txn PE=1 SV=3	TXN	19.6144980327844	19.8499244509977	20.2057262331329	19.9601373466258
P97493	>sp|P97493|THIOM_MOUSE Thioredoxin, mitochondrial OS=Mus musculus OX=10090 GN=Txn2 PE=1 SV=1	TXN2	20.7452038004981	20.0871567191192	20.3634092659051	20.5415949318457
Q9CQU0	>sp|Q9CQU0|TXD12_MOUSE Thioredoxin domain-containing protein 12 OS=Mus musculus OX=10090 GN=Txndc12 PE=1 SV=1	TXNDC12	20.6396794868684	20.2151882757796	21.0725309413177	20.4746745525296
Q6P6J9	>sp|Q6P6J9|TXD15_MOUSE Thioredoxin domain-containing protein 15 OS=Mus musculus OX=10090 GN=Txndc15 PE=1 SV=1	TXNDC15	19.6373873541813	18.8051689369514	19.3646034562747	19.1785081709391
Q9CQM5	>sp|Q9CQM5|TXD17_MOUSE Thioredoxin domain-containing protein 17 OS=Mus musculus OX=10090 GN=Txndc17 PE=1 SV=1	TXNDC17	20.8839352418597	21.985788581405	20.4869467707237	21.2150139517191
Q91W90	>sp|Q91W90|TXND5_MOUSE Thioredoxin domain-containing protein 5 OS=Mus musculus OX=10090 GN=Txndc5 PE=1 SV=2	TXNDC5	20.7469000604571	21.1463272367569	20.3255975708129	20.5429310513529
Q8CDN6	>sp|Q8CDN6|TXNL1_MOUSE Thioredoxin-like protein 1 OS=Mus musculus OX=10090 GN=Txnl1 PE=1 SV=3	TXNL1	19.7816646101463	19.6474488003678	20.2378140982328	20.2519046641841
Q8BJM7	>sp|Q8BJM7|TYW1_MOUSE S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1 OS=Mus musculus OX=10090 GN=Tyw1 PE=1 SV=1	TYW1	18.4897516669283	18.3642953862954	18.6589173047421	18.4947120430196
Q9D883	>sp|Q9D883|U2AF1_MOUSE Splicing factor U2AF 35 kDa subunit OS=Mus musculus OX=10090 GN=U2af1 PE=1 SV=4	U2AF1	19.1184414409114	21.0740941763303	18.1074129298425	19.7162998529797
P26369	>sp|P26369|U2AF2_MOUSE Splicing factor U2AF 65 kDa subunit OS=Mus musculus OX=10090 GN=U2af2 PE=1 SV=3	U2AF2	18.4524941303956	19.5792171740269	18.3492054850766	18.7486358570499
Q6NV83	>sp|Q6NV83|SR140_MOUSE U2 snRNP-associated SURP motif-containing protein OS=Mus musculus OX=10090 GN=U2surp PE=1 SV=3	U2SURP		18.0115423271525		17.514158674342
Q3TW96	>sp|Q3TW96|UAP1L_MOUSE UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 OS=Mus musculus OX=10090 GN=Uap1l1 PE=1 SV=1	UAP1L1	20.2909414408695	20.5279816563573	20.1314569392971	20.6850558362398
Q02053	>sp|Q02053|UBA1_MOUSE Ubiquitin-like modifier-activating enzyme 1 OS=Mus musculus OX=10090 GN=Uba1 PE=1 SV=1	UBA1	19.1930729223241	19.7564781360689	19.3177473921098	19.1136314404399
Q9Z1F9	>sp|Q9Z1F9|SAE2_MOUSE SUMO-activating enzyme subunit 2 OS=Mus musculus OX=10090 GN=Uba2 PE=1 SV=1	UBA2	18.9441467818374	19.152191896113	19.3462573747237	18.9042801073894
Q8VE47	>sp|Q8VE47|UBA5_MOUSE Ubiquitin-like modifier-activating enzyme 5 OS=Mus musculus OX=10090 GN=Uba5 PE=1 SV=2	UBA5	18.3325891581197	18.4772780524918	18.6753285560617	18.4987177818919
Q8C7R4	>sp|Q8C7R4|UBA6_MOUSE Ubiquitin-like modifier-activating enzyme 6 OS=Mus musculus OX=10090 GN=Uba6 PE=1 SV=1	UBA6	18.3172822139271	18.4053607920686		18.8069241477507
Q8VDI7	>sp|Q8VDI7|UBAC1_MOUSE Ubiquitin-associated domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ubac1 PE=1 SV=2	UBAC1	20.4046935043696	19.8808458011692	20.3690440075554	20.9557475473463
Q91VX2	>sp|Q91VX2|UBAP2_MOUSE Ubiquitin-associated protein 2 OS=Mus musculus OX=10090 GN=Ubap2 PE=1 SV=1	UBAP2	19.4127882227301	19.6390641611607	19.6072119872194	19.3688526685366
Q80X50	>sp|Q80X50|UBP2L_MOUSE Ubiquitin-associated protein 2-like OS=Mus musculus OX=10090 GN=Ubap2l PE=1 SV=1	UBAP2L	19.7408395083297	19.6076662284924	19.6918349807492	19.4170927866704
Q9Z255	>sp|Q9Z255|UBE2A_MOUSE Ubiquitin-conjugating enzyme E2 A OS=Mus musculus OX=10090 GN=Ube2a PE=1 SV=1	UBE2A	18.6999384957776	17.9661503070356	18.9347129411055	
P63147	>sp|P63147|UBE2B_MOUSE Ubiquitin-conjugating enzyme E2 B OS=Mus musculus OX=10090 GN=Ube2b PE=1 SV=1	UBE2B	18.3839001062966	16.8453227340422		18.1184518886254
P61080	>sp|P61080|UB2D1_MOUSE Ubiquitin-conjugating enzyme E2 D1 OS=Mus musculus OX=10090 GN=Ube2d1 PE=1 SV=1	UBE2D1	18.3743385078272	18.570163726764		17.9724852976536
A0A0G2JGL0	>tr|A0A0G2JGL0|A0A0G2JGL0_MOUSE Isoform of P61079, Ubiquitin-conjugating enzyme E2 D3 OS=Mus musculus OX=10090 GN=Ube2d3 PE=1 SV=1	UBE2D3	21.7848782861498	19.9594429280543	22.3222062516714	22.4374724869662
P61079	>sp|P61079|UB2D3_MOUSE Ubiquitin-conjugating enzyme E2 D3 OS=Mus musculus OX=10090 GN=Ube2d3 PE=1 SV=1	UBE2D3	21.2731608564782	19.9562011985685	21.0378605757175	20.8268872410251
P62257	>sp|P62257|UBE2H_MOUSE Ubiquitin-conjugating enzyme E2 H OS=Mus musculus OX=10090 GN=Ube2h PE=1 SV=1	UBE2H		16.8358658454336		16.3849126737265
P63280	>sp|P63280|UBC9_MOUSE SUMO-conjugating enzyme UBC9 OS=Mus musculus OX=10090 GN=Ube2i PE=1 SV=1	UBE2I	21.9711323538273	21.2160979231317	21.4769955359663	21.665903914838
P61087	>sp|P61087|UBE2K_MOUSE Ubiquitin-conjugating enzyme E2 K OS=Mus musculus OX=10090 GN=Ube2k PE=1 SV=3	UBE2K		18.8095868636794	18.6463296878344	
P68037	>sp|P68037|UB2L3_MOUSE Ubiquitin-conjugating enzyme E2 L3 OS=Mus musculus OX=10090 GN=Ube2l3 PE=1 SV=1	UBE2L3	19.4358840933858	19.0567448715636	20.552984951402	19.2229123612316
Q9QZU9	>sp|Q9QZU9|UB2L6_MOUSE Ubiquitin/ISG15-conjugating enzyme E2 L6 OS=Mus musculus OX=10090 GN=Ube2l6 PE=1 SV=3	UBE2L6	19.9568681286528		20.5350838150121	
P61082	>sp|P61082|UBC12_MOUSE NEDD8-conjugating enzyme Ubc12 OS=Mus musculus OX=10090 GN=Ube2m PE=1 SV=1	UBE2M	22.4299980173135	21.7069494574831	22.6921983527142	22.4577138525898
P61089	>sp|P61089|UBE2N_MOUSE Ubiquitin-conjugating enzyme E2 N OS=Mus musculus OX=10090 GN=Ube2n PE=1 SV=1	UBE2N	21.6740594729249	20.7953527220412	21.8714649723788	21.4422316449004
Q6ZPJ3	>sp|Q6ZPJ3|UBE2O_MOUSE (E3-independent) E2 ubiquitin-conjugating enzyme UBE2O OS=Mus musculus OX=10090 GN=Ube2o PE=1 SV=3	UBE2O	17.8567240242458	17.8477726104987	17.472878048711	18.36644797999
Q6ZWZ2	>sp|Q6ZWZ2|UB2R2_MOUSE Ubiquitin-conjugating enzyme E2 R2 OS=Mus musculus OX=10090 GN=Ube2r2 PE=1 SV=1	UBE2R2	18.8646503504041	18.9246168275272	19.2248635039761	19.224823812883
Q9CZY3	>sp|Q9CZY3|UB2V1_MOUSE Ubiquitin-conjugating enzyme E2 variant 1 OS=Mus musculus OX=10090 GN=Ube2v1 PE=1 SV=1	UBE2V1	19.6997602342477	19.7269788063507	19.3019040569389	19.9425798718124
Q9D2M8	>sp|Q9D2M8|UB2V2_MOUSE Ubiquitin-conjugating enzyme E2 variant 2 OS=Mus musculus OX=10090 GN=Ube2v2 PE=1 SV=4	UBE2V2	20.2423747396691	19.5437477209236	19.919147301821	19.880523340804
Q3UE37	>sp|Q3UE37|UBE2Z_MOUSE Ubiquitin-conjugating enzyme E2 Z OS=Mus musculus OX=10090 GN=Ube2z PE=1 SV=2	UBE2Z		15.6429074880918		17.3107034653683
O08759	>sp|O08759|UBE3A_MOUSE Ubiquitin-protein ligase E3A OS=Mus musculus OX=10090 GN=Ube3a PE=1 SV=2	UBE3A	20.787307115744	18.509337222688	20.9642336275803	21.0096922964131
Q80U95	>sp|Q80U95|UBE3C_MOUSE Ubiquitin-protein ligase E3C OS=Mus musculus OX=10090 GN=Ube3c PE=1 SV=2	UBE3C	18.2977152132927	18.9426426288103		18.6037144944382
A0A571BD95;A0A5F8MP95	>tr|A0A571BD95|A0A571BD95_MOUSE Isoform of Q9ES00, Ubiquitin conjugation factor E4 OS=Mus musculus OX=10090 GN=Ube4b PE=1 SV=1;>tr|A0A5F8MP95|A0A5F8MP95_MOUSE Isoform of Q9ES00, Ubiquitin conjugation factor E4 OS=Mus musculus OX=10090 GN=Ube4b PE=1 SV=1	UBE4B	19.4406542035343	18.3589690732063	19.8249901838698	
P21126	>sp|P21126|UBL4A_MOUSE Ubiquitin-like protein 4A OS=Mus musculus OX=10090 GN=Ubl4a PE=1 SV=1	UBL4A	18.9710561952316	19.6701128427286	19.1381677575374	18.7252620991416
Q91W67	>sp|Q91W67|UBL7_MOUSE Ubiquitin-like protein 7 OS=Mus musculus OX=10090 GN=Ubl7 PE=1 SV=2	UBL7	18.3754355741251	19.2512271382665	18.8221775389584	18.7737693069963
Q8R317	>sp|Q8R317|UBQL1_MOUSE Ubiquilin-1 OS=Mus musculus OX=10090 GN=Ubqln1 PE=1 SV=1	UBQLN1	21.7172828746634	20.6234505863138	22.2290565483618	21.5295850610547
Q9QZM0	>sp|Q9QZM0|UBQL2_MOUSE Ubiquilin-2 OS=Mus musculus OX=10090 GN=Ubqln2 PE=1 SV=2	UBQLN2	23.0818357795151	21.8741834079598	23.436151612033	22.9636341554367
